SR,openalex_work_id,AuthorID,AuthorOrder,CorrespondingAuthor,OpenAlexAuthorID,PersonID
"BELL J, 2003, J INT ENTREP",https://openalex.org/W1576245332,ORCID:0000-0003-1009-4197,4.0,False,https://openalex.org/A5036193137,ORCID:0000-0003-1009-4197
"KARAMI M, 2023, J STRATEG MARK",https://openalex.org/W4221063556,ORCID:0000-0003-1009-4197,2.0,False,https://openalex.org/A5036193137,ORCID:0000-0003-1009-4197
"FELZENSZTEIN C, 2022, J STRATEG MARK",https://openalex.org/W3084139318,ORCID:0000-0003-1009-4197,2.0,False,https://openalex.org/A5036193137,ORCID:0000-0003-1009-4197
"CRICK JM, 2021, INT J ENTREP BEHAV R",https://openalex.org/W3138224606,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"MAHDI A, 2024, J RURAL STUD",https://openalex.org/W4394903965,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"MAHDI A, 2024, INT J ENTREP BEHAV R",https://openalex.org/W4394748726,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"HAMZAH MI, 2023, INT J ENTREP SMALL B",https://openalex.org/W4387645384,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2018, QUAL MARK RES",https://openalex.org/W2781311113,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2020, J BUS RES",https://openalex.org/W2902300103,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2019, J RES MARK ENTREP",https://openalex.org/W2911988741,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2025, J STRATEG MARK",https://openalex.org/W4405728409,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R",https://openalex.org/W4405476473,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"LAMINE W, 2025, INT J ENTREP SMALL B",https://openalex.org/W4394018589,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"SRAHA G, 2020, J BUS IND MARK",https://openalex.org/W3002646206,ORCID:0000-0002-6286-116X,4.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2018, EDUC TRAIN",https://openalex.org/W2894286586,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2016, STRATEG CHANG",https://openalex.org/W2406580111,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2018, QUAL MARK RES",https://openalex.org/W2778409515,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2016, STRATEG CHANG",https://openalex.org/W2483246749,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2016, QUAL MARK RES",https://openalex.org/W2256061397,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2016, MARK INTELL PLAN",https://openalex.org/W2337238677,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2016, J STRATEG MARK",https://openalex.org/W2037459293,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2015, MARK INTELL PLAN",https://openalex.org/W1599234463,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK D, 2014, EUR BUS REV",https://openalex.org/W1580844886,ORCID:0000-0002-6286-116X,2.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2018, INT J WINE BUS RES",https://openalex.org/W2782064707,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2018, J RES MARK ENTREP",https://openalex.org/W2779399262,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, J INT MARKETING",https://openalex.org/W3123621927,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2025, INT J ENTREP BEHAV R",https://openalex.org/W4316464784,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2024, J STRATEG MARK",https://openalex.org/W4319602712,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2024, J RES MARK ENTREP",https://openalex.org/W4391564951,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2023, J STRATEG MARK",https://openalex.org/W3180566170,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2023, INT SMALL BUS J",https://openalex.org/W4386223711,ORCID:0000-0002-2137-6037,1.0,False,https://openalex.org/A5092708374,ORCID:0000-0002-2137-6037
"CRICK JM, 2023, INT J ENTREP SMALL B",https://openalex.org/W4381614619,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2023, IND MARKET MANAG",https://openalex.org/W4378977607,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2022, J STRATEG MARK",https://openalex.org/W3083378450,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2022, INT J ENTREP BEHAV R",https://openalex.org/W4205790487,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2022, IND MARKET MANAG",https://openalex.org/W3214601639,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, J STRATEG MARK",https://openalex.org/W3012923003,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, J BUS RES",https://openalex.org/W3182372903,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, J BUS IND MARK",https://openalex.org/W3082512586,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, INT MARKET REV",https://openalex.org/W2999952418,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, IND MARKET MANAG",https://openalex.org/W3162345405,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2021, EDUC TRAIN",https://openalex.org/W3165105165,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2020, J RURAL STUD",https://openalex.org/W2982005612,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2020, IND MARKET MANAG",https://openalex.org/W3032605239,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CRICK JM, 2019, J BUS IND MARK",https://openalex.org/W2978669625,ORCID:0000-0002-6286-116X,1.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"CHAUDHRY SHIV, 2023, INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH",https://openalex.org/W4386174266,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"KARAMI M, 2023, J STRATEG MARK",https://openalex.org/W4221063556,ORCID:0000-0002-6286-116X,3.0,False,https://openalex.org/A5016614425,ORCID:0000-0002-6286-116X
"EGGERS F, 2020, J BUS RES",https://openalex.org/W2903874669,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"SCHMENGLER K, 2010, INT J ENTREP VENTUR",https://openalex.org/W2113072240,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"NIEMAND T, 2021, EUR MANAG J",https://openalex.org/W3019456086,ORCID:0000-0003-4886-7482,4.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"PINELLI M, 2022, J SMALL BUS ENTERP D",https://openalex.org/W3200599450,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2009, INT J BUSINESS SCI A",https://openalex.org/W2098667538,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS SASCHA, 2010, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT",https://openalex.org/W2098156352,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2023, TECHNOL FORECAST SOC",https://openalex.org/W4377115725,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2022, INT J INFORM MANAGE",https://openalex.org/W4200219656,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2022, INT J ENTREP BEHAV R",https://openalex.org/W4220880259,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2020, INT J ENTREP BEHAV R",https://openalex.org/W3023838302,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2019, INT J ENTREP BEHAV R",https://openalex.org/W2890516520,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2018, JOURNAL OF PROMOTION MANAGEMENT",https://openalex.org/W2779619226,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2012, REV MANAG SCI",https://openalex.org/W2013901905,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KRAUS S, 2012, J RES MARK ENTREP",https://openalex.org/W1978244529,ORCID:0000-0003-4886-7482,1.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"KOHTAMÄKI M, 2010, INT J ENTREP INNOV",https://openalex.org/W2319074180,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"VALLASTER CHRISTINE, 2011, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",https://openalex.org/W2103914924,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"WALES WJ, 2021, J BUS RES",https://openalex.org/W3095419216,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"SCHJOEDT L, 2009, MANAGEMENT RESEARCH REVIEW",https://openalex.org/W2003619720,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"SEMRAU T, 2016, J BUS RES",https://openalex.org/W2179917413,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"SCHRÖDER K, 2021, INT J ENTREP BEHAV R",https://openalex.org/W3114900208,ORCID:0000-0003-4886-7482,4.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"CESINGER B, 2012, MANAGE DECIS",https://openalex.org/W1976901713,ORCID:0000-0003-4886-7482,4.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"CALABRÒ A, 2019, INT J MANAG REV",https://openalex.org/W2885157120,ORCID:0000-0003-4886-7482,6.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BOUNCKEN RB, 2020, LONG RANGE PLANN",https://openalex.org/W2916422090,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BOUNCKEN RB, 2018, BRIT J MANAGE",https://openalex.org/W2580919358,ORCID:0000-0003-4886-7482,4.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BOUNCKEN RB, 2015, REV MANAG SCI",https://openalex.org/W1993403972,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BOUNCKEN RB, 2013, J BUS RES",https://openalex.org/W1966085693,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BOUNCKEN R, 2015, REV MANAG SCI",https://openalex.org/W2012821684,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"CRAIG JB, 2014, CREAT INNOV MANAG",https://openalex.org/W1504547112,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"COVIN JG, 2016, J BUS RES",https://openalex.org/W2410505246,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"BELIAEVA T, 2020, INT J ENTREP BEHAV R",https://openalex.org/W2982650171,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"HILLS GERALD E, 2010, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT",https://openalex.org/W2028805322,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"HOCK-DOEPGEN M, 2021, J BUS RES",https://openalex.org/W2991880995,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"HUGHES MATHEW, 2015, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",https://openalex.org/W1843585251,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"HUGHES M, 2018, BRIT J MANAGE",https://openalex.org/W2802047758,ORCID:0000-0003-4886-7482,5.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"EGGERS F, 2020, TECHNOL FORECAST SOC",https://openalex.org/W2889718389,ORCID:0000-0003-4886-7482,4.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"EGGERS F, 2017, J SMALL BUS MANAGE",https://openalex.org/W2599488018,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"EGGERS F, 2014, IND MARKET MANAG",https://openalex.org/W2028762256,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"EGGERS F, 2013, MANAGE DECIS",https://openalex.org/W1998026397,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"EGGERS F, 2013, J WORLD BUS",https://openalex.org/W2014659009,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"FERREIRA JJM, 2019, REV MANAG SCI",https://openalex.org/W2624649296,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"FELLNHOFER K, 2014, INTERNATIONAL JOURNAL OF BUSINESS RESEARCH",https://openalex.org/W1003222390,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"GILMORE A, 2012, INT ENTREP MANAG J",https://openalex.org/W2089588301,ORCID:0000-0003-4886-7482,2.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"FILSER M, 2014, J E EUR MANAG STUD",https://openalex.org/W31725572,ORCID:0000-0003-4886-7482,3.0,False,https://openalex.org/A5055158022,ORCID:0000-0003-4886-7482
"MILES M, 2015, J STRATEG MARK",https://openalex.org/W2020678508,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"JENSON I, 2020, J BUS RES",https://openalex.org/W2989648026,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"HO KLP, 2022, J INNOV KNOWL",https://openalex.org/W4286206434,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MILES MP, 2016, J STRATEG MARK",https://openalex.org/W2074180120,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"FILLIS I, 2017, J VACAT MARK",https://openalex.org/W2292166533,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MORRISH SC, 2010, J STRATEG MARK",https://openalex.org/W2128887457,ORCID:0000-0002-1389-1856,2.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"HILLS GE, 2008, J SMALL BUS MANAGE",https://openalex.org/W2009990582,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"GILMORE A, 2020, J BUS RES",https://openalex.org/W2905152170,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MILES MP, 2006, EUR J MARKETING",https://openalex.org/W2042363024,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"NAKKU VB, 2020, J SMALL BUS MANAGE",https://openalex.org/W2990598119,ORCID:0000-0002-1389-1856,3.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MILES MORGANP, 1991, ENTREPRENEURSHIP THEORY AND PRACTICE",https://openalex.org/W2751992856,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MILES MP, 2002, ENTREP THEORY PRACT",https://openalex.org/W2782416682,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
"MILES MP, 2020, SMALL BUS ECON",https://openalex.org/W2902411778,ORCID:0000-0002-1389-1856,1.0,False,https://openalex.org/A5067528004,ORCID:0000-0002-1389-1856
