journal_id,source_title,journal
26857.0,INT MIGR REV,INTERNATIONAL MIGRATION REVIEW
15807.0,INT REV ADM SCI,International Review of Administrative Sciences
23720.0,INT REV APPL ECON,International Review of Applied Economics
17385.0,INT REV FINANC ANAL,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS
17500155141.0,INT REV PUB NON MARK,International Review on Public and Nonprofit Marketing
28552.0,INT SMALL BUS J,International Small Business Journal Researching Entrepreneurship
5800157981.0,INT STUD MANAG ORG,International Studies of Management and Organization
9700153238.0,INT T OPER RES,International Transactions in Operational Research
145681.0,INTERACT LEARN ENVIR,INTERACTIVE LEARNING ENVIRONMENTS
21101204531.0,INTERD J MANAGE STUD,INTERDISCIPLINARY JOURNAL OF MANAGEMENT STUDIES
19929.0,INTERFACES,INFORMS Journal on Applied Analytics
17700156204.0,INTERNATIONAL JOURNAL OF APPLIED DECISION SCIENCES,International Journal of Applied Decision Sciences
21100920052.0,INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS,International Journal of Business and Emerging Markets
21100236611.0,INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION,International Journal of Business and Globalisation
11200153572.0,INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH,International Journal of Business Innovation and Research
21100896465.0,INTERNATIONAL JOURNAL OF CUSTOMER RELATIONSHIP MARKETING AND MANAGEMENT,International Journal of Customer Relationship Marketing and Management
21100970247.0,INTERNATIONAL JOURNAL OF DATA AND NETWORK SCIENCE,International Journal of Data and Network Science
21100349535.0,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH,International Journal of Economics and Business Research
21100423723.0,INTERNATIONAL JOURNAL OF ELECTRONIC BUSINESS,International Journal of Electronic Business
6200180168.0,INTERNATIONAL JOURNAL OF ELECTRONIC MARKETING AND RETAILING,International Journal of Electronic Marketing and Retailing
4700152413.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT,International Journal of Entrepreneurship and Innovation Management
3900148213.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS,International Journal of Entrepreneurship and Small Business
4700152236.0,INTERNATIONAL JOURNAL OF GLOBALISATION AND SMALL BUSINESS,International Journal of Globalisation and Small Business
4000149708.0,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT,International Journal of Management and Enterprise Development
4700153105.0,INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE,International Journal of Management Practice
21100246540.0,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT SUSTAINABLE DEVELOPMENT,International Journal of Technology Management and Sustainable Development
21100836592.0,INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING,International Journal of Technology Marketing
21100220476.0,INTERNATIONAL JOURNAL OF WORK INNOVATION,International Journal of Work Innovation
15806.0,INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,International Public Management Journal
14768.0,INTERNATIONAL SMALL BUSINESS JOURNAL,Hispanic Journal of Behavioral Sciences
17493.0,INTERNET RES,INTERNET RESEARCH
19200157025.0,INZ EKON,Engineering Economics
19900195068.0,IOP CONF SER: EARTH ENVIRON SCI,IOP CONFERENCE SERIES EARTH AND ENVIRONMENTAL SCIENCE
21100870402.0,J  SMALL BUS  ENTREP,JOURNAL OF SMALL BUSINESS & ENTREPRENEURSHIP
24385.0,J ACAD MARKET SCI,Journal of the Academy of Marketing Science
29857.0,J ACCOUNT RES,Journal of Accounting Research
19700166503.0,J ADV COMPUT INTELL,JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS
21100892687.0,J ADV MANAG RES,Journal of Advances in Management Research
28186.0,J ADV NURS,Journal of Advanced Nursing
28179.0,J ADVERTISING,Journal of Advertising
28180.0,J ADVERTISING RES,Journal of Advertising Research
23817.0,J AFR BUS,Journal of African Business
22733.0,J AFR ECON,Journal of African Economies
21100784274.0,J AGRIBUS DEV EMERG,Journal of Agribusiness in Developing and Emerging Economies
80793.0,J AGRIC APPL ECON,Journal of Agricultural and Applied Economics
20532.0,J AIR TRANSP MANAG,JOURNAL OF AIR TRANSPORT MANAGEMENT
5700155578.0,J AM FOLKLORE,Journal of American Folklore
19553.0,J APPL COMMUN RES,Journal of Applied Communication Research
15388.0,J APPL PSYCHOL,Journal of Applied Psychology
21100385808.0,J ASIA BUS STUD,Journal of Asia Business Studies
6.0,J ASIAN FINANC ECON,Journal of Asian Finance Economics and Business
21100307484.0,J ASSOC INF SCI TECH,Journal of the Association for Information Science and Technology
19600166403.0,J BALKAN NEAR E STUD,Journal of Balkan and Near Eastern Studies
17700156769.0,J BRAND MANAG,Journal of Brand Management
24342.0,J BUS ECON,JOURNAL OF BUSINESS ECONOMICS
1000147102.0,J BUS ECON MANAG,Journal of Business Economics and Management
27162.0,J BUS ECON STAT,Journal of Business and Economic Statistics
21100840149.0,J BUS ENTREP,JOURNAL OF BUSINESS AND ENTREPRENEURSHIP
23859.0,J BUS ETHICS,Journal of Business Ethics
